SID,START,END,ELAPSED,CLASS
368197,09/22/2023 13:06:36,09/22/2023 14:07:08,3632,71044 - MATH 90-71044
397029,09/22/2023 13:36:50,09/22/2023 17:36:50,14400,72480 - MATH 90-72480
14662,09/25/2023 9:15:30,09/25/2023 12:26:05,11435,70963 - MATH 110B-70963
370683,09/25/2023 9:18:43,09/25/2023 13:18:43,14400,71044 - MATH 90-71044
381942,09/25/2023 10:11:49,09/25/2023 11:27:07,4518,71918 - MATH 90S-71918
397310,09/25/2023 10:12:08,09/25/2023 14:12:08,14400,71918 - MATH 90S-71918
396671,09/25/2023 10:12:21,09/25/2023 14:12:21,14400,71043 - MATH 90-71043
371407,09/25/2023 10:52:30,09/25/2023 11:54:48,3738,71024 - MATH 80-71024
399154,09/25/2023 10:53:13,09/25/2023 14:53:13,14400,71051 - MATH 95-71051
331513,09/25/2023 10:53:46,09/25/2023 14:53:46,14400,72481 - MATH 90-72481
381071,09/25/2023 11:01:55,09/25/2023 11:04:18,143,70952 - MATH 110A-70952
230185,09/25/2023 11:40:08,09/25/2023 12:04:19,1451,71013 - MATH 80-71013
395121,09/25/2023 12:23:31,09/25/2023 13:32:36,4145,71044 - MATH 90-71044
368197,09/25/2023 12:26:25,09/25/2023 12:53:06,1601,71044 - MATH 90-71044
399260,09/25/2023 12:27:58,09/25/2023 13:26:37,3519,71048 - MATH 90S-71048
366007,09/25/2023 12:28:27,09/25/2023 12:50:15,1308,70955 - MATH 110A-70955
231965,09/25/2023 12:29:08,09/25/2023 16:29:08,14400,71024 - MATH 80-71024
327349,09/25/2023 13:23:49,09/25/2023 15:28:41,7492,70951 - MATH 110A-70951
340650,09/25/2023 13:45:44,09/25/2023 15:53:35,7671,70953 - MATH 110A-70953
13330,09/25/2023 13:54:57,09/25/2023 17:11:22,11785,70955 - MATH 110A-70955
390346,09/25/2023 14:14:24,09/25/2023 15:35:20,4856,71043 - MATH 90-71043
399170,09/25/2023 14:37:58,09/25/2023 15:18:44,2446,71024 - MATH 80-71024
334545,09/25/2023 14:46:06,09/25/2023 18:46:06,14400,70955 - MATH 110A-70955
399762,09/25/2023 15:07:00,09/25/2023 19:07:00,14400,70994 - MATH 70-70994
366007,09/25/2023 15:07:29,09/25/2023 17:10:57,7408,70955 - MATH 110A-70955
14662,09/25/2023 15:41:49,09/25/2023 19:41:49,14400,70963 - MATH 110B-70963
390346,09/25/2023 15:53:11,09/25/2023 16:58:24,3913,71043 - MATH 90-71043
373496,09/25/2023 16:06:05,09/25/2023 16:59:54,3229,71024 - MATH 80-71024
366007,09/26/2023 9:41:16,09/26/2023 9:57:37,981,70955 - MATH 110A-70955
380347,09/26/2023 10:27:36,09/26/2023 14:27:36,14400,70949 - MATH 108-70949
192932,09/26/2023 11:00:54,09/26/2023 11:27:17,1583,71046 - MATH 90-71046
380961,09/26/2023 11:01:38,09/26/2023 11:18:25,1007,71046 - MATH 90-71046
398279,09/26/2023 11:02:51,09/26/2023 11:57:39,3288,71046 - MATH 90-71046
354266,09/26/2023 11:52:43,09/26/2023 12:30:35,2272,70953 - MATH 110A-70953
373496,09/26/2023 12:05:57,09/26/2023 12:41:23,2126,71024 - MATH 80-71024
381465,09/26/2023 12:30:53,09/26/2023 12:46:40,947,70955 - MATH 110A-70955
25504,09/26/2023 12:51:28,09/26/2023 16:51:28,14400,70955 - MATH 110A-70955
399260,09/26/2023 13:31:29,09/26/2023 17:31:29,14400,71044 - MATH 90-71044
370650,09/26/2023 13:33:39,09/26/2023 17:01:33,12474,70960 - MATH 110A-70960
371084,09/26/2023 13:34:01,09/26/2023 13:58:57,1496,72452 - MATH 110B-72452
13330,09/26/2023 13:34:13,09/26/2023 16:32:30,10697,70955 - MATH 110A-70955
390594,09/26/2023 13:59:57,09/26/2023 17:01:25,10888,70948 - MATH 100A-70948
397790,09/26/2023 14:03:18,09/26/2023 18:03:18,14400,71046 - MATH 90-71046
397029,09/26/2023 14:15:03,09/26/2023 18:15:03,14400,72480 - MATH 90-72480
389646,09/26/2023 14:16:33,09/26/2023 18:16:33,14400,73047 - MATH 80-73047
395736,09/26/2023 14:32:14,09/26/2023 15:52:31,4817,73047 - MATH 80-73047
373666,09/26/2023 14:35:57,09/26/2023 16:53:53,8276,73047 - MATH 80-73047
393304,09/26/2023 14:36:15,09/26/2023 16:54:15,8280,73047 - MATH 80-73047
394988,09/26/2023 14:51:43,09/26/2023 18:51:43,14400,72461 - MATH 80-72461
368080,09/26/2023 14:59:51,09/26/2023 18:59:51,14400,71057 - MATH 98-71057
366007,09/26/2023 15:01:40,09/26/2023 15:32:27,1847,70955 - MATH 110A-70955
380961,09/26/2023 15:16:51,09/26/2023 19:16:51,14400,71046 - MATH 90-71046
344898,09/26/2023 16:11:26,09/26/2023 16:58:19,2813,72484 - MATH 95-72484
399170,09/26/2023 16:48:14,09/26/2023 20:48:14,14400,71024 - MATH 80-71024
136,09/27/2023 9:37:50,09/27/2023 10:47:17,4167,72480 - MATH 90-72480
13330,09/27/2023 9:51:56,09/27/2023 13:51:56,14400,70955 - MATH 110A-70955
327349,09/27/2023 10:09:57,09/27/2023 11:04:03,3246,70951 - MATH 110A-70951
397310,09/27/2023 10:10:18,09/27/2023 12:11:32,7274,71043 - MATH 90-71043
396671,09/27/2023 10:10:36,09/27/2023 12:11:15,7239,71043 - MATH 90-71043
395292,09/27/2023 10:55:22,09/27/2023 11:23:24,1682,71021 - MATH 80-71021
380106,09/27/2023 10:55:39,09/27/2023 11:46:29,3050,71021 - MATH 80-71021
371407,09/27/2023 11:03:05,09/27/2023 12:00:19,3434,71024 - MATH 80-71024
382037,09/27/2023 11:11:59,09/27/2023 12:18:04,3965,70952 - MATH 110A-70952
394716,09/27/2023 11:43:42,09/27/2023 15:43:42,14400,71045 - MATH 90-71045
349108,09/27/2023 11:57:30,09/27/2023 12:38:10,2440,70997 - MATH 70-70997
380891,09/27/2023 12:25:25,09/27/2023 16:25:25,14400,72484 - MATH 95-72484
371233,09/27/2023 12:49:39,09/27/2023 13:10:46,1267,70952 - MATH 110A-70952
391787,09/27/2023 13:01:03,09/27/2023 14:56:08,6905,70999 - MATH 75-70999
318479,09/27/2023 13:30:53,09/27/2023 17:30:53,14400,70951 - MATH 110A-70951
190467,09/27/2023 13:31:09,09/27/2023 13:45:07,838,71052 - MATH 95-71052
394988,09/27/2023 13:40:46,09/27/2023 17:40:46,14400,72461 - MATH 80-72461
390879,09/27/2023 14:03:08,09/27/2023 15:33:40,5432,71039 - MATH 90-71039
399170,09/27/2023 14:13:18,09/27/2023 17:03:28,10210,71024 - MATH 80-71024
397796,09/27/2023 14:40:52,09/27/2023 18:40:52,14400,71026 - MATH 80S-71026
390346,09/27/2023 14:42:12,09/27/2023 17:12:00,8988,71043 - MATH 90-71043
382037,09/27/2023 15:11:15,09/27/2023 17:01:03,6588,70952 - MATH 110A-70952
368080,09/27/2023 15:12:51,09/27/2023 19:12:51,14400,71057 - MATH 98-71057
373496,09/27/2023 15:13:27,09/27/2023 17:03:37,6610,71024 - MATH 80-71024
14662,09/27/2023 15:52:40,09/27/2023 19:52:40,14400,70963 - MATH 110B-70963
4686,09/27/2023 16:19:36,09/27/2023 20:19:36,14400,70997 - MATH 70-70997
370854,09/27/2023 16:22:50,09/27/2023 17:01:13,2303,70964 - MATH 110B-70964
398148,09/28/2023 9:20:23,09/28/2023 10:31:15,4252,72480 - MATH 90-72480
398279,09/28/2023 10:58:30,09/28/2023 13:46:32,10082,71046 - MATH 90-71046
398945,09/28/2023 10:58:46,09/28/2023 14:58:46,14400,71050 - MATH 90S-71050
380961,09/28/2023 10:58:59,09/28/2023 13:57:38,10719,71046 - MATH 90-71046
384628,09/28/2023 11:05:17,09/28/2023 15:05:17,14400,70956 - MATH 110A-70956
399195,09/28/2023 11:05:57,09/28/2023 11:29:00,1383,73049 - MATH 90-73049
397790,09/28/2023 11:06:11,09/28/2023 11:50:48,2677,71046 - MATH 90-71046
395175,09/28/2023 11:08:19,09/28/2023 12:27:21,4742,71046 - MATH 90-71046
206594,09/28/2023 11:12:56,09/28/2023 15:12:56,14400,70957 - MATH 110A-70957
397562,09/28/2023 12:06:57,09/28/2023 12:44:39,2262,71021 - MATH 80-71021
190467,09/28/2023 12:16:16,09/28/2023 12:18:37,141,71052 - MATH 95-71052
395626,09/28/2023 12:25:33,09/28/2023 13:02:58,2245,70995 - MATH 70-70995
118329,09/28/2023 12:34:48,09/28/2023 16:31:12,14184,73308 - MATH 80-73308
364390,09/28/2023 12:58:24,09/28/2023 16:58:24,14400,72480 - MATH 90-72480
354633,09/28/2023 13:10:01,09/28/2023 15:19:06,7745,72480 - MATH 90-72480
380891,09/28/2023 13:42:38,09/28/2023 17:42:38,14400,72484 - MATH 95-72484
230185,09/28/2023 14:00:43,09/28/2023 14:59:00,3497,71013 - MATH 80-71013
397380,09/28/2023 14:30:45,09/28/2023 15:53:35,4970,72486 - MATH 98-72486
334545,09/28/2023 14:38:29,09/28/2023 18:38:29,14400,70955 - MATH 110A-70955
395736,09/28/2023 15:12:34,09/28/2023 16:58:54,6380,73047 - MATH 80-73047
370650,09/28/2023 15:55:42,09/28/2023 16:56:57,3675,70960 - MATH 110A-70960
185172,09/28/2023 16:17:35,09/28/2023 20:17:35,14400,72487 - MATH 98-72487
399154,09/28/2023 16:59:37,09/28/2023 20:59:37,14400,71051 - MATH 95-71051
395121,09/29/2023 9:05:39,09/29/2023 10:07:23,3704,71044 - MATH 90-71044
371407,09/29/2023 9:37:06,09/29/2023 10:07:13,1807,71024 - MATH 80-71024
399195,09/29/2023 10:00:26,09/29/2023 10:56:15,3349,73049 - MATH 90-73049
182812,09/29/2023 10:06:58,09/29/2023 14:06:58,14400,71002 - MATH 80-71002
370683,09/29/2023 11:02:40,09/29/2023 15:02:40,14400,71044 - MATH 90-71044
371407,09/29/2023 11:15:58,09/29/2023 11:48:26,1948,71024 - MATH 80-71024
370650,09/29/2023 11:24:21,09/29/2023 14:12:00,10059,70960 - MATH 110A-70960
394857,09/29/2023 11:32:17,09/29/2023 15:32:17,14400,71046 - MATH 90-71046
395325,09/29/2023 11:32:47,09/29/2023 15:32:47,14400,71046 - MATH 90-71046
398279,09/29/2023 11:36:50,09/29/2023 15:36:50,14400,71046 - MATH 90-71046
357818,09/29/2023 11:38:50,09/29/2023 12:03:22,1472,71046 - MATH 90-71046
399170,09/29/2023 11:54:47,09/29/2023 15:54:47,14400,71024 - MATH 80-71024
357818,09/29/2023 12:04:09,09/29/2023 12:04:21,12,71046 - MATH 90-71046
368301,09/29/2023 12:33:34,09/29/2023 12:33:47,13,71011 - MATH 80-71011
394827,09/29/2023 12:49:04,09/29/2023 16:49:04,14400,71044 - MATH 90-71044
185172,09/29/2023 13:28:03,09/29/2023 17:28:03,14400,72487 - MATH 98-72487
399154,09/29/2023 14:14:51,09/29/2023 18:14:51,14400,71051 - MATH 95-71051
393304,10/02/2023 9:50:23,10/02/2023 11:07:43,4640,73048 - MATH 80S-73048
398730,10/02/2023 10:27:51,10/02/2023 14:27:51,14400,71031 - MATH 90-71031
388991,10/02/2023 10:38:39,10/02/2023 11:01:14,1355,70951 - MATH 110A-70951
394400,10/02/2023 10:43:01,10/02/2023 10:48:18,317,71031 - MATH 90-71031
395736,10/02/2023 10:46:58,10/02/2023 12:02:53,4555,73047 - MATH 80-73047
382037,10/02/2023 11:01:57,10/02/2023 12:16:39,4482,70952 - MATH 110A-70952
230185,10/02/2023 11:04:52,10/02/2023 12:36:34,5502,71013 - MATH 80-71013
372190,10/02/2023 13:22:13,10/02/2023 14:56:54,5681,70951 - MATH 110A-70951
394827,10/02/2023 13:40:04,10/02/2023 17:40:04,14400,71044 - MATH 90-71044
395736,10/02/2023 13:46:32,10/02/2023 14:28:28,2516,73047 - MATH 80-73047
370650,10/02/2023 14:16:13,10/02/2023 16:27:33,7880,70960 - MATH 110A-70960
373496,10/02/2023 14:33:49,10/02/2023 16:38:36,7487,71024 - MATH 80-71024
399170,10/02/2023 14:34:41,10/02/2023 16:35:35,7254,71024 - MATH 80-71024
388777,10/02/2023 14:47:14,10/02/2023 18:47:14,14400,71044 - MATH 90-71044
366007,10/02/2023 14:49:33,10/02/2023 16:53:44,7451,70955 - MATH 110A-70955
397796,10/02/2023 15:18:04,10/02/2023 19:18:04,14400,71026 - MATH 80S-71026
396937,10/02/2023 16:25:28,10/02/2023 20:25:28,14400,72460 - MATH 75-72460
399154,10/02/2023 17:03:45,10/02/2023 21:03:45,14400,71051 - MATH 95-71051
24169,10/03/2023 9:11:58,10/03/2023 10:57:55,6357,71021 - MATH 80-71021
382037,10/03/2023 10:06:48,10/03/2023 11:55:37,6529,70952 - MATH 110A-70952
37339,10/03/2023 10:54:30,10/03/2023 11:10:10,940,71033 - MATH 90-71033
394857,10/03/2023 10:57:23,10/03/2023 14:57:23,14400,71046 - MATH 90-71046
395325,10/03/2023 10:57:43,10/03/2023 14:57:43,14400,71046 - MATH 90-71046
384628,10/03/2023 11:16:50,10/03/2023 15:16:50,14400,70956 - MATH 110A-70956
395175,10/03/2023 11:18:41,10/03/2023 11:55:28,2207,71050 - MATH 90S-71050
396305,10/03/2023 11:29:53,10/03/2023 11:38:05,492,73040 - MATH 108-73040
395070,10/03/2023 11:56:27,10/03/2023 14:40:48,9861,71057 - MATH 98-71057
392956,10/03/2023 11:56:52,10/03/2023 15:56:52,14400,71057 - MATH 98-71057
373496,10/03/2023 12:07:03,10/03/2023 15:25:32,11909,71024 - MATH 80-71024
344898,10/03/2023 12:23:49,10/03/2023 13:55:58,5529,72484 - MATH 95-72484
372999,10/03/2023 12:36:13,10/03/2023 12:50:14,841,72213 - MATH 110A-72213
399154,10/03/2023 12:43:56,10/03/2023 16:43:56,14400,70955 - MATH 110A-70955
388777,10/03/2023 13:40:55,10/03/2023 17:40:55,14400,71044 - MATH 90-71044
45421,10/03/2023 13:43:06,10/03/2023 14:56:38,4412,71023 - MATH 80-71023
380961,10/03/2023 13:43:17,10/03/2023 14:23:03,2386,71046 - MATH 90-71046
368080,10/03/2023 13:48:59,10/03/2023 17:48:59,14400,71057 - MATH 98-71057
230185,10/03/2023 14:12:08,10/03/2023 18:12:08,14400,71013 - MATH 80-71013
391787,10/03/2023 14:13:45,10/03/2023 16:57:29,9824,70999 - MATH 75-70999
395736,10/03/2023 14:36:56,10/03/2023 15:33:37,3401,73047 - MATH 80-73047
380891,10/03/2023 14:38:22,10/03/2023 18:38:22,14400,72484 - MATH 95-72484
334545,10/03/2023 14:50:55,10/03/2023 18:50:55,14400,70955 - MATH 110A-70955
370854,10/03/2023 15:15:59,10/03/2023 16:53:01,5822,73040 - MATH 108-73040
13330,10/03/2023 16:11:40,10/03/2023 20:11:40,14400,70955 - MATH 110A-70955
366007,10/03/2023 16:15:49,10/03/2023 17:02:52,2823,70955 - MATH 110A-70955
327349,10/04/2023 9:31:26,10/04/2023 11:01:30,5404,70951 - MATH 110A-70951
394716,10/04/2023 10:12:19,10/04/2023 14:12:19,14400,71045 - MATH 90-71045
398305,10/04/2023 10:17:06,10/04/2023 11:28:40,4294,71023 - MATH 80-71023
14662,10/04/2023 10:18:53,10/04/2023 14:18:53,14400,70963 - MATH 110B-70963
390730,10/04/2023 10:19:59,10/04/2023 11:51:44,5505,71057 - MATH 98-71057
397147,10/04/2023 10:21:52,10/04/2023 14:21:52,14400,72484 - MATH 95-72484
379513,10/04/2023 10:45:55,10/04/2023 11:29:23,2608,71028 - MATH 80S-71028
329367,10/04/2023 10:51:24,10/04/2023 11:29:11,2267,71023 - MATH 80-71023
203037,10/04/2023 11:00:04,10/04/2023 11:25:46,1542,71023 - MATH 80-71023
371869,10/04/2023 11:01:54,10/04/2023 13:31:14,8960,71051 - MATH 95-71051
380106,10/04/2023 11:04:58,10/04/2023 15:04:58,14400,71021 - MATH 80-71021
371407,10/04/2023 11:06:55,10/04/2023 12:05:42,3527,71024 - MATH 80-71024
395012,10/04/2023 11:07:16,10/04/2023 11:37:26,1810,71023 - MATH 80-71023
390730,10/04/2023 11:51:56,10/04/2023 11:52:10,14,71057 - MATH 98-71057
390730,10/04/2023 11:52:29,10/04/2023 15:52:29,14400,71057 - MATH 98-71057
399173,10/04/2023 12:02:24,10/04/2023 16:02:24,14400,71021 - MATH 80-71021
399260,10/04/2023 12:30:02,10/04/2023 16:30:02,14400,71044 - MATH 90-71044
13330,10/04/2023 12:34:14,10/04/2023 14:00:53,5199,70955 - MATH 110A-70955
391240,10/04/2023 12:37:32,10/04/2023 16:37:32,14400,73049 - MATH 90-73049
380891,10/04/2023 12:38:17,10/04/2023 16:38:17,14400,72484 - MATH 95-72484
370650,10/04/2023 13:23:44,10/04/2023 15:08:07,6263,70960 - MATH 110A-70960
203037,10/04/2023 14:03:54,10/04/2023 14:04:15,21,71023 - MATH 80-71023
203037,10/04/2023 14:05:01,10/04/2023 18:05:01,14400,71023 - MATH 80-71023
334545,10/04/2023 14:05:57,10/04/2023 18:05:57,14400,70955 - MATH 110A-70955
397796,10/04/2023 15:25:29,10/04/2023 19:25:29,14400,71026 - MATH 80S-71026
390346,10/04/2023 15:25:40,10/04/2023 17:02:54,5834,71043 - MATH 90-71043
366007,10/04/2023 15:40:45,10/04/2023 17:01:54,4869,70955 - MATH 110A-70955
368080,10/04/2023 15:43:46,10/04/2023 19:43:46,14400,71057 - MATH 98-71057
14929,10/04/2023 15:53:58,10/04/2023 16:57:35,3817,72471 - MATH 80-72471
395070,10/04/2023 15:56:01,10/04/2023 19:56:01,14400,71057 - MATH 98-71057
392956,10/04/2023 16:09:06,10/04/2023 20:09:06,14400,71057 - MATH 98-71057
14662,10/05/2023 8:54:23,10/05/2023 9:32:12,2269,70963 - MATH 110B-70963
13330,10/05/2023 9:00:53,10/05/2023 9:57:37,3404,70955 - MATH 110A-70955
24169,10/05/2023 9:01:44,10/05/2023 10:57:37,6953,71021 - MATH 80-71021
398148,10/05/2023 9:43:28,10/05/2023 10:33:59,3031,72480 - MATH 90-72480
398945,10/05/2023 10:54:53,10/05/2023 12:23:06,5293,71050 - MATH 90S-71050
396396,10/05/2023 10:55:17,10/05/2023 12:23:14,5277,71046 - MATH 90-71046
398153,10/05/2023 10:56:12,10/05/2023 11:36:53,2441,71046 - MATH 90-71046
397869,10/05/2023 10:57:07,10/05/2023 14:57:07,14400,71046 - MATH 90-71046
384628,10/05/2023 11:10:42,10/05/2023 15:10:42,14400,70956 - MATH 110A-70956
395292,10/05/2023 11:31:43,10/05/2023 13:52:30,8447,71021 - MATH 80-71021
396671,10/05/2023 11:43:15,10/05/2023 14:38:34,10519,71043 - MATH 90-71043
118329,10/05/2023 11:49:32,10/05/2023 15:16:52,12440,73308 - MATH 80-73308
329367,10/05/2023 11:59:30,10/05/2023 12:33:34,2044,71023 - MATH 80-71023
190467,10/05/2023 12:07:29,10/05/2023 12:55:59,2910,71052 - MATH 95-71052
397562,10/05/2023 12:07:45,10/05/2023 12:44:37,2212,71021 - MATH 80-71021
390730,10/05/2023 12:18:18,10/05/2023 13:33:41,4523,71057 - MATH 98-71057
379513,10/05/2023 12:47:04,10/05/2023 13:59:20,4336,71028 - MATH 80S-71028
366910,10/05/2023 12:47:20,10/05/2023 13:59:36,4336,72454 - MATH 110C-72454
397557,10/05/2023 12:47:54,10/05/2023 16:47:54,14400,72480 - MATH 90-72480
382732,10/05/2023 13:09:14,10/05/2023 14:14:10,3896,71023 - MATH 80-71023
30511,10/05/2023 13:24:11,10/05/2023 17:03:38,13167,72484 - MATH 95-72484
45421,10/05/2023 13:33:27,10/05/2023 14:14:17,2450,71023 - MATH 80-71023
388777,10/05/2023 13:35:40,10/05/2023 17:35:40,14400,71044 - MATH 90-71044
13330,10/05/2023 14:13:41,10/05/2023 18:13:41,14400,70955 - MATH 110A-70955
328656,10/05/2023 14:14:33,10/05/2023 16:59:36,9903,70957 - MATH 110A-70957
371869,10/05/2023 14:16:59,10/05/2023 17:02:12,9913,71051 - MATH 95-71051
397029,10/05/2023 14:34:08,10/05/2023 18:34:08,14400,72480 - MATH 90-72480
334545,10/05/2023 14:40:24,10/05/2023 16:59:52,8368,70955 - MATH 110A-70955
182708,10/05/2023 15:15:33,10/05/2023 17:00:01,6268,70964 - MATH 110B-70964
366007,10/05/2023 15:27:58,10/05/2023 17:04:33,5795,70955 - MATH 110A-70955
203037,10/05/2023 15:43:38,10/05/2023 16:12:53,1755,71023 - MATH 80-71023
370650,10/05/2023 15:45:56,10/05/2023 16:55:27,4171,70960 - MATH 110A-70960
399154,10/05/2023 17:01:59,10/05/2023 21:01:59,14400,70955 - MATH 110A-70955
13330,10/06/2023 9:27:23,10/06/2023 12:55:45,12502,70955 - MATH 110A-70955
398148,10/06/2023 9:56:55,10/06/2023 10:28:38,1903,72480 - MATH 90-72480
395292,10/06/2023 10:06:13,10/06/2023 11:07:01,3648,71021 - MATH 80-71021
203037,10/06/2023 10:46:53,10/06/2023 11:27:18,2425,71023 - MATH 80-71023
370650,10/06/2023 11:02:45,10/06/2023 13:46:36,9831,70960 - MATH 110A-70960
371407,10/06/2023 11:24:23,10/06/2023 11:45:24,1261,71024 - MATH 80-71024
118329,10/06/2023 11:24:39,10/06/2023 13:57:06,9147,73308 - MATH 80-73308
371869,10/06/2023 11:29:25,10/06/2023 13:57:31,8886,71051 - MATH 95-71051
398279,10/06/2023 11:34:40,10/06/2023 12:54:36,4796,71046 - MATH 90-71046
397790,10/06/2023 11:59:06,10/06/2023 13:30:08,5462,71046 - MATH 90-71046
397796,10/06/2023 12:30:59,10/06/2023 16:30:59,14400,73040 - MATH 108-73040
395121,10/06/2023 12:40:14,10/06/2023 13:58:02,4668,71044 - MATH 90-71044
368197,10/06/2023 12:42:23,10/06/2023 13:55:33,4390,71044 - MATH 90-71044
399154,10/06/2023 17:20:01,10/06/2023 21:20:01,14400,70955 - MATH 110A-70955
323170,10/10/2023 9:02:26,10/10/2023 9:09:20,414,71046 - MATH 90-71046
210660,10/10/2023 9:08:55,10/10/2023 13:08:55,14400,71045 - MATH 90-71045
399154,10/10/2023 9:30:49,10/10/2023 10:08:24,2255,70955 - MATH 110A-70955
398148,10/10/2023 9:39:03,10/10/2023 10:28:33,2970,72480 - MATH 90-72480
370997,10/10/2023 9:54:12,10/10/2023 10:01:14,422,72480 - MATH 90-72480
395325,10/10/2023 10:15:37,10/10/2023 14:15:37,14400,71046 - MATH 90-71046
37339,10/10/2023 10:54:30,10/10/2023 12:13:53,4763,71033 - MATH 90-71033
382712,10/10/2023 10:54:57,10/10/2023 12:47:09,6732,71033 - MATH 90-71033
323170,10/10/2023 11:05:10,10/10/2023 11:47:29,2539,71046 - MATH 90-71046
395658,10/10/2023 11:10:02,10/10/2023 15:10:02,14400,70956 - MATH 110A-70956
372999,10/10/2023 11:10:21,10/10/2023 12:30:02,4781,72213 - MATH 110A-72213
371999,10/10/2023 11:17:06,10/10/2023 15:17:06,14400,72468 - MATH 80-72468
344898,10/10/2023 12:11:53,10/10/2023 13:45:25,5612,72484 - MATH 95-72484
395652,10/10/2023 12:36:59,10/10/2023 16:36:59,14400,71054 - MATH 95-71054
391787,10/10/2023 14:01:25,10/10/2023 16:55:22,10437,70999 - MATH 75-70999
400305,10/10/2023 14:17:12,10/10/2023 16:44:42,8850,70950 - MATH 108-70950
393384,10/10/2023 14:27:45,10/10/2023 18:27:45,14400,73040 - MATH 108-73040
230185,10/10/2023 15:01:33,10/10/2023 16:16:58,4525,71013 - MATH 80-71013
187990,10/10/2023 15:57:19,10/10/2023 19:57:19,14400,70952 - MATH 110A-70952
25504,10/10/2023 16:06:35,10/10/2023 20:06:35,14400,70955 - MATH 110A-70955
368080,10/10/2023 16:06:48,10/10/2023 16:58:55,3127,71057 - MATH 98-71057
366007,10/10/2023 16:15:03,10/10/2023 17:00:22,2719,70955 - MATH 110A-70955
13330,10/10/2023 16:15:30,10/10/2023 20:15:30,14400,70955 - MATH 110A-70955
399154,10/10/2023 17:05:06,10/10/2023 21:05:06,14400,70955 - MATH 110A-70955
388991,10/11/2023 9:01:10,10/11/2023 13:01:10,14400,70951 - MATH 110A-70951
327349,10/11/2023 9:18:58,10/11/2023 13:18:58,14400,70951 - MATH 110A-70951
14662,10/11/2023 10:34:52,10/11/2023 11:47:24,4352,70963 - MATH 110B-70963
394860,10/11/2023 10:56:50,10/11/2023 11:59:03,3733,71021 - MATH 80-71021
380106,10/11/2023 10:57:17,10/11/2023 12:09:41,4344,71021 - MATH 80-71021
370650,10/11/2023 10:57:33,10/11/2023 11:27:27,1794,70960 - MATH 110A-70960
371407,10/11/2023 10:57:54,10/11/2023 11:52:31,3277,71024 - MATH 80-71024
328656,10/11/2023 11:22:01,10/11/2023 12:35:04,4383,70957 - MATH 110A-70957
317537,10/11/2023 11:26:12,10/11/2023 15:26:12,14400,71015 - MATH 80-71015
382712,10/11/2023 12:15:49,10/11/2023 13:10:31,3282,71033 - MATH 90-71033
368197,10/11/2023 12:28:19,10/11/2023 12:53:54,1535,71044 - MATH 90-71044
395070,10/11/2023 12:38:00,10/11/2023 16:38:00,14400,71057 - MATH 98-71057
391787,10/11/2023 12:49:16,10/11/2023 14:30:17,6061,70999 - MATH 75-70999
208568,10/11/2023 13:08:41,10/11/2023 14:01:28,3167,72480 - MATH 90-72480
396911,10/11/2023 13:12:58,10/11/2023 17:12:58,14400,71039 - MATH 90-71039
368197,10/11/2023 13:15:12,10/11/2023 14:35:11,4799,71044 - MATH 90-71044
368080,10/11/2023 13:26:57,10/11/2023 16:07:19,9622,71057 - MATH 98-71057
393384,10/11/2023 13:55:48,10/11/2023 17:55:48,14400,73040 - MATH 108-73040
399170,10/11/2023 14:29:44,10/11/2023 15:16:49,2825,71024 - MATH 80-71024
366007,10/11/2023 14:29:52,10/11/2023 17:04:29,9277,70955 - MATH 110A-70955
206594,10/11/2023 14:31:20,10/11/2023 18:31:20,14400,70957 - MATH 110A-70957
394988,10/11/2023 15:10:12,10/11/2023 19:10:12,14400,72461 - MATH 80-72461
317537,10/11/2023 15:39:08,10/11/2023 19:39:08,14400,71015 - MATH 80-71015
397796,10/11/2023 15:39:21,10/11/2023 19:39:21,14400,73040 - MATH 108-73040
210660,10/12/2023 9:08:16,10/12/2023 13:08:16,14400,71045 - MATH 90-71045
13330,10/12/2023 9:30:03,10/12/2023 9:45:56,953,70955 - MATH 110A-70955
399154,10/12/2023 9:52:19,10/12/2023 13:52:19,14400,70955 - MATH 110A-70955
393384,10/12/2023 10:59:24,10/12/2023 14:59:24,14400,73040 - MATH 108-73040
397790,10/12/2023 11:01:21,10/12/2023 15:01:21,14400,71046 - MATH 90-71046
204072,10/12/2023 11:02:07,10/12/2023 12:51:26,6559,72480 - MATH 90-72480
370997,10/12/2023 11:07:30,10/12/2023 14:19:05,11495,72480 - MATH 90-72480
399260,10/12/2023 11:16:39,10/12/2023 13:38:22,8503,71044 - MATH 90-71044
118329,10/12/2023 11:25:51,10/12/2023 13:12:51,6420,73308 - MATH 80-73308
397562,10/12/2023 11:33:57,10/12/2023 12:52:17,4700,73040 - MATH 108-73040
373198,10/12/2023 11:40:51,10/12/2023 13:28:11,6440,71053 - MATH 95-71053
395652,10/12/2023 12:07:32,10/12/2023 16:07:32,14400,71033 - MATH 90-71033
395385,10/12/2023 12:26:46,10/12/2023 13:31:24,3878,71044 - MATH 90-71044
390730,10/12/2023 12:36:20,10/12/2023 14:12:42,5782,71057 - MATH 98-71057
395121,10/12/2023 12:39:53,10/12/2023 13:36:58,3425,71044 - MATH 90-71044
398148,10/12/2023 12:44:38,10/12/2023 16:44:38,14400,72480 - MATH 90-72480
380106,10/12/2023 13:03:49,10/12/2023 16:16:24,11555,71021 - MATH 80-71021
368080,10/12/2023 13:33:00,10/12/2023 14:36:45,3825,71057 - MATH 98-71057
